video_id, title,url, is_japanese_caption, has_checked_caption
6Gzss-iVd1g,Catherine the Great - Potemkin Catherine's General Advisor and Lover - Extra History - #5,https://www.youtube.com/watch?v=6Gzss-iVd1g,true,true,
zUBPhrnfoBo,Catherine the Great - Succession - Extra History - #6,https://www.youtube.com/watch?v=zUBPhrnfoBo,true,true,
sCv_hs8Yh1c,♫ Catherine the Great: Ascension in C - Sean and Dean Kiner - Extra History Music,https://www.youtube.com/watch?v=sCv_hs8Yh1c,false,true,
zmjLWS-JsWA,Catherine the Great - Lies - Extra History,https://www.youtube.com/watch?v=zmjLWS-JsWA,false,true,
a1WmidFwFzY,Ned Kelly - Becoming a Bushranger - Extra History - #1,https://www.youtube.com/watch?v=a1WmidFwFzY,true,true,
jry47Hf1y80,Ned Kelly - Under Suspicion - Extra History - #2,https://www.youtube.com/watch?v=jry47Hf1y80,true,true,
sZ2b9ys7ALI,Ned Kelly - Shoot Out at Stringybark Creek - Extra History - #3,https://www.youtube.com/watch?v=sZ2b9ys7ALI,true,true,
S1qffXgDqNM,Ned Kelly - Kelly Country - Extra History - #4,https://www.youtube.com/watch?v=S1qffXgDqNM,true,true,
fBc0BnIHFbE,Ned Kelly - The Iron Outlaw - Extra History - #5,https://www.youtube.com/watch?v=fBc0BnIHFbE,true,true,
a-CW0B4YeBQ,Mary Anning - Princess of Paleontology - Extra History,https://www.youtube.com/watch?v=a-CW0B4YeBQ,true,true,
LPgSId5P6zE,♫ Ned Kelly: Farewell to Greta - Sean and Dean Kiner - Extra History Music,https://www.youtube.com/watch?v=LPgSId5P6zE,true,true,
arON4ofhKd8,Ned Kelly - Lies - Extra History,https://www.youtube.com/watch?v=arON4ofhKd8,false,true,
C6rHSiN0vKk,The Articles of Confederation - Becoming the United States - Extra History - #1,https://www.youtube.com/watch?v=C6rHSiN0vKk,false,true,
2CV1tvMYFRs,Hunting the Bismarck - The Pride of Germany - Extra History - #1,https://www.youtube.com/watch?v=2CV1tvMYFRs,true,true,
lPLA_VPMsUg,The Articles of Confederation - Ratification - Extra History - #2,https://www.youtube.com/watch?v=lPLA_VPMsUg,false,true,
Kz8pmbytxoQ,Hunting the Bismarck - The Mighty HMS Hood - Extra History - #2,https://www.youtube.com/watch?v=Kz8pmbytxoQ,true,true,
nLvRJpDjxVk,The Articles of Confederation - Finding Finances - Extra History - #3,https://www.youtube.com/watch?v=nLvRJpDjxVk,false,true,
OJeI5_9c29s,Hunting the Bismarck - A Chance to Strike - Extra History - #3,https://www.youtube.com/watch?v=OJeI5_9c29s,true,true,
wds6kpbpLlA,The Articles of Confederation - Constitutional Convention - Extra History - #4,https://www.youtube.com/watch?v=wds6kpbpLlA,false,true,
cV0NNZbj2QI,Hunting the Bismarck - Sink the Bismarck - Extra History - #4,https://www.youtube.com/watch?v=cV0NNZbj2QI,true,true,
yIfgic6W09Y,Kamehameha the Great - The Lonely One - Extra History - #1,https://www.youtube.com/watch?v=yIfgic6W09Y,true,true,
-KY1pDLulF4,D-Day - The Great Crusade - Extra History - #1,https://www.youtube.com/watch?v=-KY1pDLulF4,true,true,
